layer1,layer2,actFunc,learning,mse,mae
40,50,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.6713232398033142,0.6432023644447327
60,50,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.6923865079879761,0.663695752620697
90,30,<class 'torch.nn.modules.activation.ReLU'>,0.001,0.7157329320907593,0.6781801581382751
90,50,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7240053415298462,0.6547589898109436
110,20,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7245919704437256,0.6593582034111023
50,40,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7249517440795898,0.6949636936187744
40,60,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7250035405158997,0.6554270386695862
130,30,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7271690964698792,0.6622276306152344
110,60,<class 'torch.nn.modules.activation.ReLU'>,0.1,0.728236198425293,0.661794126033783
110,70,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7287988066673279,0.6516653895378113
110,40,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7293058037757874,0.6885384321212769
70,50,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.729413628578186,0.6589261293411255
80,20,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7296066880226135,0.6813951730728149
90,70,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7307786345481873,0.6506118774414062
70,70,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7308889031410217,0.659589409828186
90,20,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7328742742538452,0.6571323275566101
50,50,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.7329339385032654,0.6634930372238159
90,30,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.7330089807510376,0.6653010249137878
70,60,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.733424961566925,0.6504431962966919
130,40,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.733645498752594,0.6637439727783203
90,10,<class 'torch.nn.modules.activation.ReLU'>,0.1,0.7342998385429382,0.6616677641868591
60,70,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.7348930239677429,0.6668899059295654
110,10,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7350224256515503,0.6880074143409729
90,20,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.7351713180541992,0.6586761474609375
60,40,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7354300618171692,0.6543920040130615
40,20,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7359956502914429,0.6590009927749634
70,30,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.737044632434845,0.657632052898407
30,20,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7374940514564514,0.6617897152900696
40,70,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7382652163505554,0.6573543548583984
110,70,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.7389066219329834,0.6587127447128296
110,60,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7391203045845032,0.6584354639053345
30,60,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7392841577529907,0.6682142019271851
60,20,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7394147515296936,0.6604563593864441
30,10,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.7398348450660706,0.670998752117157
90,40,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7407264709472656,0.6655892729759216
130,20,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7410190105438232,0.6561824083328247
60,50,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7414466738700867,0.6646367311477661
80,70,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.7416221499443054,0.6735094785690308
