layer1,layer2,actFunc,learning,mse,mae
30,10,<class 'torch.nn.modules.activation.ReLU'>,0.1,1.2075251340866089,0.9115161895751953
30,10,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7463972568511963,0.6773107051849365
30,10,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.7398348450660706,0.670998752117157
30,10,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.8097115755081177,0.6865705847740173
30,10,<class 'torch.nn.modules.activation.ReLU'>,0.001,1.298756718635559,0.9440599083900452
30,20,<class 'torch.nn.modules.activation.ReLU'>,0.1,2.6788434982299805,1.3851263523101807
30,20,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7374940514564514,0.6617897152900696
30,20,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.7531534433364868,0.6590282917022705
30,20,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.9748902916908264,0.7987674474716187
30,20,<class 'torch.nn.modules.activation.ReLU'>,0.001,0.7805254459381104,0.683026134967804
30,30,<class 'torch.nn.modules.activation.ReLU'>,0.1,0.9409512877464294,0.7698325514793396
30,30,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7492145299911499,0.6583626866340637
30,30,<class 'torch.nn.modules.activation.ReLU'>,0.01,1.0363249778747559,0.8018665313720703
30,30,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.9929796457290649,0.8089757561683655
30,30,<class 'torch.nn.modules.activation.ReLU'>,0.001,0.8659380078315735,0.7217140197753906
30,40,<class 'torch.nn.modules.activation.ReLU'>,0.1,2.6870503425598145,1.3815960884094238
30,40,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7713090181350708,0.6659640073776245
30,40,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.743299126625061,0.6580814719200134
30,40,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7829498648643494,0.7068503499031067
30,40,<class 'torch.nn.modules.activation.ReLU'>,0.001,0.9392945766448975,0.7293323278427124
30,50,<class 'torch.nn.modules.activation.ReLU'>,0.1,2.678642511367798,1.3846862316131592
30,50,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7941735982894897,0.7113965749740601
30,50,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.8210223317146301,0.692557692527771
30,50,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7661874294281006,0.7008119821548462
30,50,<class 'torch.nn.modules.activation.ReLU'>,0.001,0.7856152057647705,0.6807467937469482
30,60,<class 'torch.nn.modules.activation.ReLU'>,0.1,2.6846632957458496,1.3820661306381226
30,60,<class 'torch.nn.modules.activation.ReLU'>,0.03,0.7392841577529907,0.6682142019271851
30,60,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.7474750280380249,0.6538644433021545
30,60,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.9631860256195068,0.7562913298606873
30,60,<class 'torch.nn.modules.activation.ReLU'>,0.001,0.9457452893257141,0.7721112370491028
30,70,<class 'torch.nn.modules.activation.ReLU'>,0.1,2.6856744289398193,1.3874481916427612
30,70,<class 'torch.nn.modules.activation.ReLU'>,0.03,2.683173656463623,1.3868967294692993
30,70,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.8911181688308716,0.7595374584197998
30,70,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.8340961337089539,0.6988784074783325
30,70,<class 'torch.nn.modules.activation.ReLU'>,0.001,0.9323405027389526,0.7330673933029175
40,10,<class 'torch.nn.modules.activation.ReLU'>,0.1,2.686903238296509,1.387682557106018
40,10,<class 'torch.nn.modules.activation.ReLU'>,0.03,2.678922414779663,1.38521146774292
40,10,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.7611973285675049,0.6861401796340942
40,10,<class 'torch.nn.modules.activation.ReLU'>,0.003,0.7430623173713684,0.6566067337989807
40,10,<class 'torch.nn.modules.activation.ReLU'>,0.001,0.7851430177688599,0.7008810043334961
