layer1,layer2,actFunc,learning,mse,mae
10,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,2.905028820037842,1.4649620056152344
10,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,2.8834049701690674,1.4684098958969116
10,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.001,1.0471208095550537,0.8138590455055237
10,10,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.695605754852295,1.418353796005249
10,10,<class 'torch.nn.modules.activation.Tanh'>,0.1,2.9567577838897705,1.4671142101287842
10,10,<class 'torch.nn.modules.activation.Tanh'>,0.01,2.899466037750244,1.4654688835144043
10,10,<class 'torch.nn.modules.activation.Tanh'>,0.001,2.883756399154663,1.4691706895828247
10,10,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.8833913803100586,1.4688612222671509
10,10,<class 'torch.nn.modules.activation.ReLU'>,0.1,2.8933558464050293,1.4661407470703125
10,10,<class 'torch.nn.modules.activation.ReLU'>,0.01,1.0452607870101929,0.8238809704780579
10,10,<class 'torch.nn.modules.activation.ReLU'>,0.001,1.2651615142822266,0.8969083428382874
10,10,<class 'torch.nn.modules.activation.ReLU'>,0.0001,1.5250639915466309,1.0650038719177246
10,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,2.8842670917510986,1.4678746461868286
10,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,2.8909575939178467,1.4664604663848877
10,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.001,2.884174346923828,1.467913031578064
10,30,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.813344717025757,1.4479047060012817
10,30,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.09924054145813,1.5026211738586426
10,30,<class 'torch.nn.modules.activation.Tanh'>,0.01,2.956571340560913,1.4780234098434448
10,30,<class 'torch.nn.modules.activation.Tanh'>,0.001,2.8836019039154053,1.4682230949401855
10,30,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.8834097385406494,1.4688875675201416
10,30,<class 'torch.nn.modules.activation.ReLU'>,0.1,2.8835983276367188,1.4690659046173096
10,30,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.8503535985946655,0.7183021903038025
10,30,<class 'torch.nn.modules.activation.ReLU'>,0.001,0.9242914915084839,0.7784292697906494
10,30,<class 'torch.nn.modules.activation.ReLU'>,0.0001,1.5081652402877808,1.0638612508773804
10,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,2.896829843521118,1.4715520143508911
10,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,2.8851001262664795,1.4697017669677734
10,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.001,2.8833224773406982,1.4687085151672363
10,50,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.6563024520874023,1.3868328332901
10,50,<class 'torch.nn.modules.activation.Tanh'>,0.1,3.1555566787719727,1.5130878686904907
10,50,<class 'torch.nn.modules.activation.Tanh'>,0.01,2.88732647895813,1.4670625925064087
10,50,<class 'torch.nn.modules.activation.Tanh'>,0.001,2.8834002017974854,1.4684165716171265
10,50,<class 'torch.nn.modules.activation.Tanh'>,0.0001,2.8727877140045166,1.4623870849609375
10,50,<class 'torch.nn.modules.activation.ReLU'>,0.1,2.8912742137908936,1.4664156436920166
10,50,<class 'torch.nn.modules.activation.ReLU'>,0.01,0.9053157567977905,0.7784515619277954
10,50,<class 'torch.nn.modules.activation.ReLU'>,0.001,0.9639148712158203,0.8001397252082825
10,50,<class 'torch.nn.modules.activation.ReLU'>,0.0001,1.3650621175765991,0.9685863852500916
10,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.1,2.9255030155181885,1.4737807512283325
10,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.01,2.8865416049957275,1.470065712928772
10,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.001,2.123567819595337,1.2429050207138062
10,70,<class 'torch.nn.modules.activation.Sigmoid'>,0.0001,2.8839476108551025,1.4687680006027222
10,70,<class 'torch.nn.modules.activation.Tanh'>,0.1,4.563757419586182,1.750944972038269
10,70,<class 'torch.nn.modules.activation.Tanh'>,0.01,2.8928658962249756,1.4662026166915894
10,70,<class 'torch.nn.modules.activation.Tanh'>,0.001,2.8836941719055176,1.468159794807434
